# MicroCART On-board Quad Log
# Sample size: 1333
# IMU IIC failures: 0
# LiDAR IIC failures: 0
# Optical Flow IIC failures: 0
# Roll PID :	Kp = 35.000000 Ki = 0.000000 Kd = 1.000000 Alpha = 0.880000
# Pitch PID :	Kp = 35.000000 Ki = 0.000000 Kd = 1.000000 Alpha = 0.880000
# Yaw PID :	Kp = 2.600000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.000000
# Roll Rate PID :	Kp = 0.030000 Ki = 0.000000 Kd = 0.005000 Alpha = 0.880000
# Pitch Rate PID :	Kp = 0.030000 Ki = 0.000000 Kd = 0.005000 Alpha = 0.880000
# Yaw Rate PID :	Kp = 0.297000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.000000
# X pos PID :	Kp = 0.550000 Ki = 0.007500 Kd = 0.000000 Alpha = 0.000000
# Y pos PID :	Kp = 0.550000 Ki = 0.007500 Kd = 0.000000 Alpha = 0.000000
# Altitude PID :	Kp = -0.098040 Ki = -0.008170 Kd = -0.073530 Alpha = 0.880000
# X Vel PID :	Kp = -0.100000 Ki = 0.000000 Kd = -0.020000 Alpha = 0.000000
# Y Vel PID :	Kp = 0.100000 Ki = 0.000000 Kd = 0.020000 Alpha = 0.000000
# X Vel :	Kp = 0.000000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.880000
# Y Vel :	Kp = 0.000000 Ki = 0.000000 Kd = 0.000000 Alpha = 0.880000
%Time	accel_x	accel_y	accel_z	gyro_x	gyro_y	gyro_z	mag_x	mag_y	mag_z	Roll_Constant	Yaw_Constant	X Setpoint_Constant	Y Setpoint_Constant	Alt Setpoint_Constant	Yaw Setpoint_Constant	Lidar_Constant	VRPN X_Constant	VRPN Y_Constant	VRPN Alt_Constant	Flow Vel X_Constant	Flow Vel Y_Constant	Flow Quality_Constant	Altitude PID_Correction	X pos PID_Correction	Y pos PID_Correction	Pitch PID_Correction	Roll PID_Correction	Yaw PID_Correction	Pitch Rate PID_Correction	Roll Rate PID_Correction	Yaw Rate PID_Correction	Pitch trim add_Sum	Signal Mixer_MOTOR 0	Signal Mixer_MOTOR 1	Signal Mixer_MOTOR 2	Signal Mixer_MOTOR 3	X Vel PID_Correction	Y Vel PID_Correction	X Vel_Correction	Y Vel_Correction	OF Offset Angle_Rotated X	OF Offset Angle_Rotated Y	OF Integrate X_Integrated	OF Integrate Y_Integrated	PSI Sum_Sum	Mag Yaw_Constant
&s	G	G	G	rad/s	rad/s	rad/s	uT	uT	uT	10ns_dutycycle	rad	rad	rad/s	rad/s	rad/s	10ns_dutycycle	10ns_dutycycle	10ns_dutycycle	rad	10ns_dutycycle	10ns_dutycycle	10ns_dutycycle	10ns_dutycycle	rad	rad	m/s	m/s	m/s	m/s	m	m	rad	rad	rad	rad	m	m	m	m	m	m	m	m	m/s	m/s	none
86.514442	-0.028514	0.013639	-0.996586	-0.002450	-0.008679	0.001253	-72.651756	61.171875	-313.500000	-0.009922	-0.037891	0.000000	0.000000	-0.880000	-0.037849	-0.060537	-0.036600	0.116368	-0.097386	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.061248	0.320043	-0.112741	0.002208	0.009631	0.027461	0.000943	0.037400	0.096738	0.111583	0.061079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006988	0.000000
86.519447	-0.027049	0.015592	-0.997562	-0.002450	-0.006550	0.005510	58.906250	152.843750	-320.625000	-0.009893	-0.036219	0.000000	0.000000	-0.880000	-0.037849	-0.060581	-0.036747	0.116679	-0.096750	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.061363	0.318437	-0.112741	0.001880	0.009588	0.026196	0.000935	0.039036	0.095188	0.110605	0.061971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007016	0.000000
86.524452	-0.031199	0.015592	-0.998295	-0.003514	-0.006550	0.007638	-69.952705	58.906250	-320.625000	-0.009882	-0.040035	0.000000	0.000000	-0.880000	-0.037849	-0.060624	-0.036789	0.115814	-0.097513	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.060116	0.320937	-0.112741	0.001861	0.009827	0.025564	0.000951	0.039447	0.094298	0.110231	0.062824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007055	0.000000
86.529457	-0.036814	0.016080	-0.992679	-0.002450	-0.005486	0.009767	58.906250	152.843750	-313.500000	-0.009880	-0.018336	0.000000	0.000000	-0.880000	-0.037849	-0.060666	-0.036761	0.118489	-0.094441	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.044704	0.321039	-0.112741	0.001256	0.009660	0.024932	0.000993	0.040852	0.093228	0.110036	0.062683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007104	0.000000
86.534462	-0.043650	0.011930	-0.991703	-0.003514	-0.004422	0.009767	-69.942780	58.906250	-313.500000	-0.009899	-0.057340	0.000000	0.000000	-0.880000	-0.037849	-0.060708	-0.036557	0.116117	-0.096881	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.041068	0.322302	-0.112741	0.001017	0.009862	0.025012	0.001053	0.040839	0.092896	0.110587	0.062598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007153	0.000000
86.539467	-0.045359	0.009488	-0.990726	-0.004578	-0.006550	0.008703	62.304688	151.703125	-317.062500	-0.009934	-0.039254	0.000000	0.000000	-0.880000	-0.037849	-0.060749	-0.036762	0.116301	-0.096987	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.038096	0.324462	-0.112741	0.001289	0.010076	0.025328	0.001105	0.040037	0.093270	0.110845	0.062767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007197	0.000000
86.544472	-0.050242	0.003629	-0.992191	-0.004578	-0.007615	0.006574	-73.976410	62.304688	-317.062500	-0.009974	-0.039263	0.000000	0.000000	-0.880000	-0.037849	-0.060789	-0.036976	0.116403	-0.097073	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.036013	0.326793	-0.112741	0.001392	0.010122	0.025960	0.001145	0.039257	0.093960	0.111419	0.062284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007230	0.000000
86.549477	-0.051951	-0.000766	-0.993900	-0.002450	-0.007615	0.004446	62.304688	156.265625	-312.312500	-0.010000	-0.038538	0.000000	0.000000	-0.880000	-0.037849	-0.060829	-0.036500	0.116050	-0.097566	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.034944	0.328798	-0.112741	0.001350	0.009841	0.026592	0.001168	0.038947	0.094831	0.111813	0.061329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007253	0.000000
86.554482	-0.049754	-0.001010	-0.993412	-0.003514	-0.006550	0.001253	-73.982109	62.304688	-312.312500	-0.010020	-0.040155	0.000000	0.000000	-0.880000	-0.037849	-0.060868	-0.036762	0.115746	-0.097734	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.034836	0.329787	-0.112741	0.001178	0.010042	0.027381	0.001176	0.038078	0.095198	0.112925	0.060519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007259	0.000000
86.559486	-0.045604	0.003385	-0.992435	-0.003514	-0.008679	-0.001940	65.703125	150.562500	-315.875000	-0.010024	-0.039974	0.000000	0.000000	-0.880000	-0.037849	-0.060906	-0.036677	0.115955	-0.097849	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.036587	0.329819	-0.112741	0.001558	0.010038	0.028330	0.001152	0.036755	0.096530	0.113490	0.059946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007250	0.000000
86.564491	-0.038523	0.004361	-0.989505	-0.002450	-0.008679	-0.005132	-78.027275	65.703125	-315.875000	-0.010008	-0.039701	0.000000	0.000000	-0.880000	-0.037849	-0.060943	-0.036937	0.116213	-0.097136	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.039177	0.328661	-0.112741	0.001611	0.009839	0.029278	0.001112	0.035952	0.097730	0.114185	0.058852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007225	0.000000
86.569496	-0.032908	0.003629	-0.990238	-0.002450	-0.011872	-0.006197	60.039062	144.859375	-312.312500	-0.009980	-0.039271	0.000000	0.000000	-0.880000	-0.037849	-0.060980	-0.036584	0.116310	-0.097370	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.042946	0.327763	-0.112741	0.002182	0.009823	0.029594	0.001049	0.035081	0.098633	0.113915	0.059091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007194	0.000000
86.574501	-0.030955	0.007047	-0.994144	-0.002450	-0.009743	-0.005132	-71.308891	60.039062	-312.312500	-0.009943	-0.039271	0.000000	0.000000	-0.880000	-0.037849	-0.061016	-0.036584	0.116310	-0.097370	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.045647	0.325576	-0.112741	0.001879	0.009768	0.029278	0.001001	0.035755	0.098070	0.113846	0.059049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007169	0.000000
86.579506	-0.028758	0.018033	-0.995853	-0.000321	-0.005486	-0.005132	65.703125	150.562500	-313.500000	-0.009894	-0.042735	0.000000	0.000000	-0.880000	-0.037849	-0.061051	-0.036711	0.115889	-0.097649	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.046207	0.322743	-0.112741	0.001232	0.009372	0.029421	0.000988	0.036715	0.098020	0.114301	0.057923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007144	0.000000
86.584511	-0.031199	0.015836	-0.994144	-0.002450	-0.007615	-0.003004	-78.025154	65.703125	-313.500000	-0.009863	-0.040640	0.000000	0.000000	-0.880000	-0.037849	-0.061085	-0.036752	0.115859	-0.097008	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.046290	0.321089	-0.112741	0.001592	0.009680	0.028789	0.000982	0.036680	0.097440	0.113617	0.059223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007129	0.000000
86.589516	-0.029002	0.016324	-0.991703	-0.002450	-0.006550	0.000189	92.653755	-78.025154	-313.500000	-0.009845	-0.041874	0.000000	0.000000	-0.880000	-0.037849	-0.061118	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.044874	0.320318	-0.112741	0.001393	0.009660	0.027840	0.001003	0.037847	0.096313	0.112848	0.059953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007130	0.000000
86.594521	-0.037059	0.013639	-0.994877	-0.003514	-0.003358	0.003381	61.171875	152.843750	-318.250000	-0.009849	-0.041874	0.000000	0.000000	-0.880000	-0.037849	-0.061552	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.046235	0.321128	-0.112741	0.000973	0.009847	0.026892	0.001057	0.039028	0.094758	0.112506	0.060667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007147	0.000000
86.599525	-0.038523	0.010465	-0.994877	-0.002450	-0.004422	0.006574	-72.630722	61.171875	-318.250000	-0.009862	-0.041874	0.000000	0.000000	-0.880000	-0.037849	-0.061977	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.042623	0.322144	-0.112741	0.001086	0.009705	0.026103	0.001119	0.039937	0.094314	0.111551	0.061518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007181	0.000000
86.604530	-0.045115	0.006803	-0.993900	-0.003514	-0.003358	0.009767	63.437500	150.562500	-318.250000	-0.009890	-0.041874	0.000000	0.000000	-0.880000	-0.037849	-0.062394	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.038620	0.323993	-0.112741	0.000845	0.009924	0.025154	0.001190	0.040907	0.092906	0.111063	0.062445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007230	0.000000
86.609535	-0.054393	0.005338	-0.990482	-0.007771	-0.007615	0.011895	-75.317780	63.437500	-318.250000	-0.009943	-0.041874	0.000000	0.000000	-0.880000	-0.037849	-0.062803	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.098025	0.000000	0.000000	0.036415	0.327190	-0.112741	0.001467	0.010646	0.024522	0.001234	0.040195	0.092173	0.110531	0.064421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007290	0.000000
86.614540	-0.052439	0.005094	-0.996830	0.000743	-0.004422	0.010831	56.640625	155.125000	-311.125000	-0.009951	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.063203	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.080112	0.000000	0.000000	-0.049095	0.349124	-0.000142	-0.001594	0.009956	-0.003259	0.001276	0.151839	0.142133	0.165234	0.168563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000054	0.000000
86.619545	-0.052195	0.003873	-0.994877	-0.002450	-0.006550	0.008703	-67.252243	56.640625	-311.125000	-0.009968	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.063596	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.079415	0.000000	0.000000	-0.049044	0.350020	-0.000256	-0.001243	0.010521	-0.002661	0.001284	0.149627	0.141820	0.165348	0.168183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000098	0.000000
86.624550	-0.048289	0.003873	-0.991214	-0.003514	-0.008679	0.006574	56.640625	155.125000	-318.250000	-0.009981	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.063980	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.078815	0.000000	0.000000	-0.046957	0.350631	-0.000342	-0.000865	0.010705	-0.002054	0.001257	0.147859	0.142020	0.165162	0.167539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000132	0.000000
86.629555	-0.045115	0.002652	-0.989750	-0.002450	-0.008679	0.002317	-67.266151	56.640625	-318.250000	-0.009977	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.064357	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.078301	0.000000	0.000000	-0.043769	0.350242	-0.000374	-0.000804	0.010524	-0.000799	0.001209	0.146209	0.143004	0.165660	0.165651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000144	0.000000
86.634560	-0.029979	0.008268	-0.995365	-0.002450	-0.007615	-0.003004	61.171875	148.281250	-315.875000	-0.009962	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.064727	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.077862	0.000000	0.000000	-0.040375	0.349242	-0.000336	-0.000891	0.010501	0.000792	0.001155	0.144290	0.144092	0.166877	0.163509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000129	0.000000
86.639565	-0.034373	0.008023	-0.994877	-0.002450	-0.010807	-0.005132	-72.652519	61.171875	-315.875000	-0.009940	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.065089	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.077489	0.000000	0.000000	-0.036290	0.347889	-0.000270	-0.000301	0.010467	0.001444	0.001085	0.142710	0.144996	0.166531	0.163041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000
86.644569	-0.028270	0.014615	-0.996586	-0.003514	-0.011872	-0.001940	58.906250	155.125000	-318.250000	-0.009923	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.065444	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.077174	0.000000	0.000000	-0.032808	0.346866	-0.000246	-0.000093	0.010601	0.000503	0.001023	0.142993	0.143814	0.165200	0.164010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000095	0.000000
86.649574	-0.029246	0.004361	-0.995121	0.000743	-0.006550	-0.000876	-69.963661	58.906250	-318.250000	-0.009887	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.065791	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.076910	0.000000	0.000000	-0.032172	0.344792	-0.000236	-0.000936	0.009889	0.000190	0.001006	0.144596	0.143105	0.164755	0.162504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000091	0.000000
86.654579	-0.030467	0.010465	-0.992923	-0.004578	-0.007615	0.001253	63.437500	150.562500	-315.875000	-0.009881	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.066132	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.076690	0.000000	0.000000	-0.032566	0.344580	-0.000253	-0.000768	0.010733	-0.000447	0.001007	0.144003	0.141573	0.164574	0.163933	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000097	0.000000
86.659584	-0.034861	0.007535	-0.990482	-0.001385	-0.005486	0.001253	-75.331932	63.437500	-315.875000	-0.009861	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.066467	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.076510	0.000000	0.000000	-0.034792	0.343603	-0.000270	-0.001151	0.010194	-0.000452	0.001039	0.144749	0.141542	0.164232	0.162834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000104	0.000000
86.664589	-0.034373	0.010709	-0.990238	-0.005642	-0.005486	0.001253	55.507812	158.546875	-307.562500	-0.009867	-0.041874	0.000000	0.000000	-0.880000	0.000000	-0.066794	-0.036682	0.115899	-0.097402	0.000000	0.000000	0.000000	0.076362	0.000000	0.000000	-0.037870	0.344111	-0.000287	-0.001211	0.010866	-0.000457	0.001088	0.143995	0.140658	0.164812	0.163305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000110	0.000000
86.669594	-0.043650	0.005826	-0.989994	-0.002450	-0.004422	0.002317	-65.905739	55.507812	-307.562500	-0.009860	-0.038333	0.000000	0.000000	-0.880000	0.000000	-0.067115	-0.036780	0.116467	-0.097416	0.000000	0.000000	0.000000	0.076245	0.000000	0.000000	-0.041674	0.343840	-0.000318	-0.001456	0.010334	-0.000783	0.001152	0.144980	0.140502	0.164083	0.162737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000122	0.000000
86.674599	-0.048045	0.007535	-0.986820	-0.007771	-0.011872	0.002317	55.507812	153.984375	-312.312500	-0.009881	-0.038333	0.000000	0.000000	-0.880000	0.000000	-0.067430	-0.036780	0.116467	-0.097416	0.000000	0.000000	0.000000	0.076155	0.000000	0.000000	-0.043108	0.345231	-0.000350	-0.000341	0.011180	-0.000792	0.001179	0.142938	0.140671	0.163715	0.164616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000134	0.000000
86.679604	-0.046824	0.006803	-0.991947	-0.004578	-0.009743	0.003381	-65.910118	55.507812	-312.312500	-0.009886	-0.046305	0.000000	0.000000	-0.880000	0.000000	-0.067738	-0.036276	0.115597	-0.097745	0.000000	0.000000	0.000000	0.076088	0.000000	0.000000	-0.044553	0.345625	-0.000395	-0.000775	0.010643	-0.001122	0.001207	0.144172	0.140378	0.163215	0.163907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000152	0.000000
86.684608	-0.046336	-0.000277	-0.993412	-0.003514	-0.006550	0.004446	61.171875	148.281250	-318.250000	-0.009885	-0.039495	0.000000	0.000000	-0.880000	0.000000	-0.068039	-0.036731	0.115964	-0.097152	0.000000	0.000000	0.000000	0.076042	0.000000	0.000000	-0.045985	0.345569	-0.000454	-0.001329	0.010465	-0.001455	0.001236	0.145191	0.139622	0.163211	0.163463	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000174	0.000000
86.689613	-0.038279	-0.000766	-0.995853	-0.006706	-0.012936	0.005510	-72.635818	61.171875	-318.250000	-0.009892	-0.042449	0.000000	0.000000	-0.880000	0.000000	-0.068334	-0.037019	0.115859	-0.097410	0.000000	0.000000	0.000000	0.076013	0.000000	0.000000	-0.044591	0.346072	-0.000527	-0.000312	0.010960	-0.001793	0.001218	0.143989	0.139778	0.162323	0.165284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000203	0.000000
86.694618	-0.034617	-0.000521	-0.993168	-0.004578	-0.006550	0.005510	86.251419	-72.635818	-318.250000	-0.009879	-0.041883	0.000000	0.000000	-0.880000	0.000000	-0.068622	-0.036510	0.116007	-0.097077	0.000000	0.000000	0.000000	0.076001	0.000000	0.000000	-0.044571	0.345299	-0.000600	-0.001346	0.010572	-0.001815	0.001222	0.145419	0.139098	0.162934	0.163872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000231	0.000000
86.699623	-0.041941	0.008023	-0.990238	-0.003514	-0.010807	0.003381	62.304688	149.421875	-317.062500	-0.009849	-0.047528	0.000000	0.000000	-0.880000	0.000000	-0.068503	-0.036851	0.116446	-0.095632	0.000000	0.000000	0.000000	0.076750	0.000000	0.000000	-0.043060	0.343618	-0.000645	-0.000637	0.010353	-0.001196	0.001200	0.145060	0.141394	0.163375	0.164492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000248	0.000000
86.704628	-0.032176	0.004117	-0.987552	-0.002450	-0.007615	0.002317	-73.991203	62.304688	-317.062500	-0.009808	-0.051038	0.000000	0.000000	-0.880000	0.000000	-0.068385	-0.036601	0.116149	-0.095557	0.000000	0.000000	0.000000	0.077411	0.000000	0.000000	-0.042539	0.341304	-0.000676	-0.001140	0.010132	-0.000889	0.001193	0.146139	0.142081	0.164624	0.164122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000260	0.000000
86.709633	-0.029246	0.006559	-0.990726	-0.003514	-0.009743	-0.000876	55.507812	156.265625	-317.062500	-0.009768	-0.048393	0.000000	0.000000	-0.880000	0.000000	-0.068270	-0.036798	0.116398	-0.096374	0.000000	0.000000	0.000000	0.077995	0.000000	0.000000	-0.041705	0.339193	-0.000666	-0.000785	0.010250	0.000062	0.001181	0.145298	0.143853	0.165921	0.164227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000256	0.000000
86.714638	-0.035838	0.008268	-0.993656	-0.002450	-0.010807	0.000189	-65.918037	55.507812	-317.062500	-0.009723	-0.049920	0.000000	0.000000	-0.880000	0.000000	-0.068156	-0.037002	0.116444	-0.096095	0.000000	0.000000	0.000000	0.078510	0.000000	0.000000	-0.041190	0.336880	-0.000670	-0.000631	0.010024	-0.000255	0.001173	0.146201	0.144430	0.165740	0.164988	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000258	0.000000
86.719643	-0.036326	0.005582	-0.996341	-0.002450	-0.004422	0.001253	60.039062	158.546875	-314.687500	-0.009682	-0.040332	0.000000	0.000000	-0.880000	0.000000	-0.068044	-0.036425	0.115810	-0.097937	0.000000	0.000000	0.000000	0.078965	0.000000	0.000000	-0.043171	0.334835	-0.000687	-0.001681	0.009982	-0.000576	0.001207	0.148071	0.143556	0.166882	0.164671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000264	0.000000
86.724648	-0.037059	0.006314	-0.994144	-0.002450	-0.007615	-0.000876	-71.289619	60.039062	-314.687500	-0.009643	-0.038824	0.000000	0.000000	-0.880000	0.000000	-0.067934	-0.035999	0.116191	-0.096687	0.000000	0.000000	0.000000	0.079367	0.000000	0.000000	-0.044558	0.333048	-0.000676	-0.001182	0.009944	0.000059	0.001232	0.147375	0.145130	0.167383	0.164901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000260	0.000000
86.729652	-0.037791	0.010221	-0.990238	-0.005642	-0.007615	-0.001940	63.437500	152.843750	-315.875000	-0.009625	-0.038468	0.000000	0.000000	-0.880000	0.000000	-0.067826	-0.036769	0.116232	-0.097120	0.000000	0.000000	0.000000	0.079723	0.000000	0.000000	-0.046173	0.332498	-0.000652	-0.001222	0.010421	0.000382	0.001262	0.146971	0.145292	0.168578	0.165370	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000251	0.000000
86.734657	-0.037303	0.001676	-0.991947	-0.001385	-0.006550	-0.000876	-75.325974	63.437500	-315.875000	-0.009590	-0.042378	0.000000	0.000000	-0.880000	0.000000	-0.067720	-0.036928	0.115781	-0.097451	0.000000	0.000000	0.000000	0.080037	0.000000	0.000000	-0.048174	0.330973	-0.000641	-0.001433	0.009704	0.000070	0.001300	0.148527	0.145799	0.168074	0.165068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000247	0.000000
86.739662	-0.041453	0.006559	-0.991947	-0.005642	-0.005486	0.002317	58.906250	157.406250	-313.500000	-0.009580	-0.044156	0.000000	0.000000	-0.880000	0.000000	-0.067617	-0.037012	0.115761	-0.097503	0.000000	0.000000	0.000000	0.080315	0.000000	0.000000	-0.050393	0.330933	-0.000672	-0.001637	0.010373	-0.000888	0.001343	0.149298	0.144247	0.168268	0.166769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000259	0.000000
86.744667	-0.047557	0.007535	-0.994877	-0.000321	-0.005486	0.003381	-69.942566	58.906250	-313.500000	-0.009545	-0.040277	0.000000	0.000000	-0.880000	0.000000	-0.067515	-0.036362	0.115864	-0.097578	0.000000	0.000000	0.000000	0.080562	0.000000	0.000000	-0.052244	0.329408	-0.000717	-0.001658	0.009496	-0.001217	0.001382	0.150771	0.145020	0.167329	0.166447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000276	0.000000
86.749672	-0.049510	0.010221	-0.997806	-0.003514	-0.007615	0.003381	63.437500	152.843750	-320.625000	-0.009529	-0.034526	0.000000	0.000000	-0.880000	0.000000	-0.067415	-0.037095	0.116724	-0.096879	0.000000	0.000000	0.000000	0.080780	0.000000	0.000000	-0.052765	0.329030	-0.000762	-0.001324	0.010011	-0.001231	0.001398	0.150154	0.145045	0.167715	0.167528	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000293	0.000000
86.754677	-0.040721	0.009000	-0.991703	-0.003514	-0.009743	0.004446	-75.328682	63.437500	-320.625000	-0.009518	-0.034526	0.000000	0.000000	-0.880000	0.000000	-0.067317	-0.037095	0.116724	-0.096879	0.000000	0.000000	0.000000	0.080974	0.000000	0.000000	-0.051848	0.328904	-0.000821	-0.000981	0.010003	-0.001564	0.001391	0.150346	0.145256	0.167224	0.168390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000316	0.000000
86.759682	-0.047801	0.007535	-0.993900	-0.002450	-0.007615	0.005510	60.039062	156.265625	-312.312500	-0.009506	-0.034526	0.000000	0.000000	-0.880000	0.000000	-0.067221	-0.037095	0.116724	-0.096879	0.000000	0.000000	0.000000	0.081145	0.000000	0.000000	-0.050859	0.328729	-0.000894	-0.001304	0.009835	-0.001902	0.001380	0.151347	0.144935	0.167213	0.168408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000344	0.000000
